incident_id,event,timestamp,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,duration_phase,preproc_priority,preproc_impact,preproc_urgency,duration_process
INC10000001,R,22/3/2016 12:24,True,0.0,0,0,True,Caller 4993,Opened by  501,22/3/2016 12:22,Created by 216,22/3/2016 12:24,Updated by 915,Phone,Location 111,Category 37,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 233,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 212,22/3/2016 12:24,27/3/2016 12:59,120.58,2,2.0,2.0,120.34998453904561
INC10000001,C,27/3/2016 12:59,False,0.0,0,1,True,Caller 4993,Opened by  501,22/3/2016 12:22,Created by 216,22/3/2016 12:24,Updated by 908,Phone,Location 111,Category 37,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 233,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 212,22/3/2016 12:24,27/3/2016 12:59,0.0,2,2.0,2.0,120.34998453904561
INC10000002,N,15/4/2016 16:10,True,0.5000386523859661,0,0,True,Caller 3214,Opened by  239,15/4/2016 16:06,Created by 107,15/4/2016 16:10,Updated by 467,Phone,Location 204,Category 9,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,25/4/2016 12:48,30/4/2016 13:07,73.47,2,2.0,2.0,261.0208427673112
INC10000002,N,18/4/2016 17:38,True,0.5000386523859661,0,2,True,Caller 3214,Opened by  239,15/4/2016 16:06,Created by 107,15/4/2016 16:10,Updated by 133,Phone,Location 204,Category 9,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,25/4/2016 12:48,30/4/2016 13:07,45.7,2,2.0,2.0,261.0208427673112
INC10000002,W,20/4/2016 15:20,True,0.5000386523859661,0,3,True,Caller 3214,Opened by  239,15/4/2016 16:06,Created by 107,15/4/2016 16:10,Updated by 465,Phone,Location 204,Category 9,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,25/4/2016 12:48,30/4/2016 13:07,113.38,2,2.0,2.0,261.0208427673112
INC10000002,W,25/4/2016 08:43,True,0.5000386523859661,0,5,True,Caller 3214,Opened by  239,15/4/2016 16:06,Created by 107,15/4/2016 16:10,Updated by 265,Phone,Location 204,Category 9,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,25/4/2016 12:48,30/4/2016 13:07,4.08,2,2.0,2.0,261.0208427673112
INC10000002,R,25/4/2016 12:48,True,0.5000386523859661,0,6,True,Caller 3214,Opened by  239,15/4/2016 16:06,Created by 107,15/4/2016 16:10,Updated by 465,Phone,Location 204,Category 9,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,True,Do Not Notify,?,?,?,?,code 5,Resolved by 113,25/4/2016 12:48,30/4/2016 13:07,120.32,2,2.0,2.0,261.0208427673112
INC10000002,C,30/4/2016 13:07,False,0.5000386523859661,0,7,False,Caller 3214,Opened by  239,15/4/2016 16:06,Created by 107,15/4/2016 16:10,Updated by 908,Phone,Location 204,Category 9,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,True,Do Not Notify,?,?,?,?,code 5,Resolved by 113,25/4/2016 12:48,30/4/2016 13:07,0.0,2,2.0,2.0,261.0208427673112
INC10000003,N,12/4/2016 17:26,True,0.4999613476140339,0,0,True,Caller 1006,Opened by  17,12/4/2016 17:26,?,?,Updated by 908,Phone,Location 204,Category 35,Subcategory 28,Symptom 506,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 169,12/4/2016 17:38,17/4/2016 18:07,0.2,2,2.0,2.0,156.0223132726515
INC10000003,R,12/4/2016 17:38,True,0.4999613476140339,0,1,True,Caller 1006,Opened by  17,12/4/2016 17:26,?,?,Updated by 723,Phone,Location 204,Category 35,Subcategory 28,Symptom 506,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 169,12/4/2016 17:38,17/4/2016 18:07,120.48,2,2.0,2.0,156.0223132726515
