incident_id,event,timestamp,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,duration_phase,preproc_priority,preproc_impact,preproc_urgency,duration_process
INC10000001,N,23/3/2016 04:30,True,0.0,0,0,True,Caller 4072,Opened by  443,23/3/2016 04:30,?,?,Updated by 908,Phone,Location 143,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 189,23/3/2016 04:34,28/3/2016 04:59,0.07,2.0,2.0,2,120.34998453904561
INC10000001,R,23/3/2016 04:34,True,0.0,0,1,True,Caller 4072,Opened by  443,23/3/2016 04:30,?,?,Updated by 809,Phone,Location 143,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 208,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 189,23/3/2016 04:34,28/3/2016 04:59,120.42,2.0,2.0,2,120.34998453904561
INC10000001,C,28/3/2016 04:59,False,0.0,0,2,True,Caller 4072,Opened by  443,23/3/2016 04:30,?,?,Updated by 908,Phone,Location 143,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 208,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 189,23/3/2016 04:34,28/3/2016 04:59,0.0,2.0,2.0,2,120.34998453904561
INC10000002,A,11/5/2016 08:45,True,0.5000386523859661,0,0,True,Caller 2105,Opened by  17,11/5/2016 08:45,?,?,Updated by 908,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 11,11/5/2016 09:02,16/5/2016 09:07,0.28,2.0,2.0,2,261.0208427673112
INC10000002,A,11/5/2016 09:02,True,0.5000386523859661,0,1,True,Caller 2105,Opened by  17,11/5/2016 08:45,?,?,Updated by 44,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 11,11/5/2016 09:02,16/5/2016 09:07,0.0,2.0,2.0,2,261.0208427673112
INC10000002,R,11/5/2016 09:02,True,0.5000386523859661,0,2,True,Caller 2105,Opened by  17,11/5/2016 08:45,?,?,Updated by 44,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 11,11/5/2016 09:02,16/5/2016 09:07,120.08,2.0,2.0,2,261.0208427673112
INC10000002,C,16/5/2016 09:07,False,0.5000386523859661,0,3,True,Caller 2105,Opened by  17,11/5/2016 08:45,?,?,Updated by 908,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 11,11/5/2016 09:02,16/5/2016 09:07,0.0,2.0,2.0,2,261.0208427673112
INC10000003,N,11/4/2016 09:24,True,0.4999613476140339,0,0,True,Caller 1270,Opened by  17,11/4/2016 09:24,?,?,Updated by 908,Phone,Location 51,Category 24,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 111,13/4/2016 19:36,18/4/2016 16:09,0.08,2.0,2.0,2,156.0223132726515
INC10000003,N,11/4/2016 09:29,True,0.4999613476140339,0,1,True,Caller 1270,Opened by  17,11/4/2016 09:24,?,?,Updated by 44,Phone,Location 51,Category 24,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 111,13/4/2016 19:36,18/4/2016 16:09,23.27,2.0,2.0,2,156.0223132726515
INC10000003,N,12/4/2016 08:45,True,0.4999613476140339,0,2,True,Caller 1270,Opened by  17,11/4/2016 09:24,?,?,Updated by 789,Phone,Location 51,Category 24,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 69,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 111,13/4/2016 19:36,18/4/2016 16:09,0.12,2.0,2.0,2,156.0223132726515
