incident_id,event,timestamp,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,duration_phase,preproc_priority,preproc_impact,preproc_urgency,duration_process
INC10000001,N,19/5/2016 14:53,True,0.0,0,0,True,Caller 3961,Opened by  17,19/5/2016 14:45,Created by 10,19/5/2016 14:53,Updated by 44,Phone,Location 161,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,19/5/2016 16:55,24/5/2016 17:07,0.02,2.0,2,2.0,120.34998453904561
INC10000001,N,19/5/2016 14:54,True,0.0,0,1,True,Caller 3961,Opened by  17,19/5/2016 14:45,Created by 10,19/5/2016 14:53,Updated by 44,Phone,Location 161,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,19/5/2016 16:55,24/5/2016 17:07,2.02,2.0,2,2.0,120.34998453904561
INC10000001,R,19/5/2016 16:55,True,0.0,0,4,True,Caller 3961,Opened by  17,19/5/2016 14:45,Created by 10,19/5/2016 14:53,Updated by 699,Phone,Location 161,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 166,19/5/2016 16:55,24/5/2016 17:07,120.2,2.0,2,2.0,120.34998453904561
INC10000001,C,24/5/2016 17:07,False,0.0,0,5,True,Caller 3961,Opened by  17,19/5/2016 14:45,Created by 10,19/5/2016 14:53,Updated by 908,Phone,Location 161,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 166,19/5/2016 16:55,24/5/2016 17:07,0.0,2.0,2,2.0,120.34998453904561
INC10000002,A,18/3/2016 14:09,True,0.5000386523859661,0,0,True,Caller 1775,Opened by  163,18/3/2016 13:40,Created by 84,18/3/2016 14:09,Updated by 356,Phone,Location 143,Category 57,Subcategory 305,Symptom 491,?,1 - High,2 - Medium,2 - High,Group 35,Resolver 121,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 109,18/3/2016 18:54,24/3/2016 19:02,0.5,2.0,2,2.0,261.0208427673112
INC10000002,A,18/3/2016 14:39,True,0.5000386523859661,0,2,True,Caller 1775,Opened by  163,18/3/2016 13:40,Created by 84,18/3/2016 14:09,Updated by 775,Phone,Location 143,Category 57,Subcategory 305,Symptom 491,?,1 - High,2 - Medium,2 - High,Group 53,Resolver 121,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 109,18/3/2016 18:54,24/3/2016 19:02,4.25,2.0,2,2.0,261.0208427673112
INC10000002,R,18/3/2016 18:54,True,0.5000386523859661,0,3,True,Caller 1775,Opened by  163,18/3/2016 13:40,Created by 84,18/3/2016 14:09,Updated by 450,Phone,Location 143,Category 57,Subcategory 305,Symptom 491,?,1 - High,2 - Medium,2 - High,Group 53,Resolver 121,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 109,18/3/2016 18:54,24/3/2016 19:02,144.13,2.0,2,2.0,261.0208427673112
INC10000002,C,24/3/2016 19:02,False,0.5000386523859661,0,4,False,Caller 1775,Opened by  163,18/3/2016 13:40,Created by 84,18/3/2016 14:09,Updated by 908,Phone,Location 143,Category 57,Subcategory 305,Symptom 491,?,1 - High,2 - Medium,2 - High,Group 53,Resolver 121,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 109,18/3/2016 18:54,24/3/2016 19:02,0.0,2.0,2,2.0,261.0208427673112
INC10000003,A,14/3/2016 14:40,True,0.4999613476140339,0,0,True,Caller 2572,Opened by  253,14/3/2016 14:33,Created by 119,14/3/2016 14:40,Updated by 526,Phone,Location 143,Category 46,Subcategory 251,Symptom 435,?,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 133,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 119,13/5/2016 11:39,18/5/2016 12:07,1415.55,2.0,2,2.0,156.0223132726515
INC10000003,W,12/5/2016 14:13,True,0.4999613476140339,0,20,True,Caller 2572,Opened by  253,14/3/2016 14:33,Created by 119,14/3/2016 14:40,Updated by 526,Phone,Location 143,Category 46,Subcategory 251,Symptom 435,?,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 133,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 119,13/5/2016 11:39,18/5/2016 12:07,21.43,2.0,2,2.0,156.0223132726515
